,Project Name,Package Name,Type Name,Code Smell
5658,spring-framework,org.springframework.test.context.support,MetaAnnotatedConfigTestCase,Unnecessary Abstraction
5659,spring-framework,org.springframework.test.context.support,Config,Unnecessary Abstraction
5660,spring-framework,org.springframework.test.context.support,Config,Unutilized Abstraction
5661,spring-framework,org.springframework.test.context.support,PlainVanillaFooConfigInnerClassTestCase,Unnecessary Abstraction
5662,spring-framework,org.springframework.test.context.support,FooConfig,Unnecessary Abstraction
5663,spring-framework,org.springframework.test.context.support,ContextLoaderUtilsContextHierarchyTests,Unutilized Abstraction
5664,spring-framework,org.springframework.test.context.support,ContextLoaderUtilsContextHierarchyTests,Broken Hierarchy
5665,spring-framework,org.springframework.test.context.support,SingleTestClassWithContextConfigurationAndContextHierarchy,Unnecessary Abstraction
5666,spring-framework,org.springframework.test.context.support,SingleTestClassWithContextConfigurationAndContextHierarchyOnSingleMetaAnnotation,Unnecessary Abstraction
5667,spring-framework,org.springframework.test.context.support,SingleTestClassWithSingleLevelContextHierarchy,Unnecessary Abstraction
5668,spring-framework,org.springframework.test.context.support,SingleTestClassWithTripleLevelContextHierarchy,Unnecessary Abstraction
5669,spring-framework,org.springframework.test.context.support,SingleTestClassWithTripleLevelContextHierarchy,Unutilized Abstraction
5670,spring-framework,org.springframework.test.context.support,TestClass1WithSingleLevelContextHierarchy,Unnecessary Abstraction
5671,spring-framework,org.springframework.test.context.support,TestClass1WithSingleLevelContextHierarchy,Unutilized Abstraction
5672,spring-framework,org.springframework.test.context.support,TestClass2WithSingleLevelContextHierarchy,Unnecessary Abstraction
5673,spring-framework,org.springframework.test.context.support,TestClass2WithSingleLevelContextHierarchy,Unutilized Abstraction
5674,spring-framework,org.springframework.test.context.support,TestClass3WithSingleLevelContextHierarchy,Unnecessary Abstraction
5675,spring-framework,org.springframework.test.context.support,TestClass3WithSingleLevelContextHierarchy,Unutilized Abstraction
5676,spring-framework,org.springframework.test.context.support,TestClass1WithBareContextConfigurationInSuperclass,Unnecessary Abstraction
5677,spring-framework,org.springframework.test.context.support,TestClass1WithBareContextConfigurationInSuperclass,Unutilized Abstraction
5678,spring-framework,org.springframework.test.context.support,TestClass2WithBareContextConfigurationInSuperclass,Unnecessary Abstraction
5679,spring-framework,org.springframework.test.context.support,TestClass2WithBareContextConfigurationInSuperclass,Unutilized Abstraction
5680,spring-framework,org.springframework.test.context.support,TestClass1WithBareContextConfigurationInSubclass,Unnecessary Abstraction
5681,spring-framework,org.springframework.test.context.support,TestClass1WithBareContextConfigurationInSubclass,Unutilized Abstraction
5682,spring-framework,org.springframework.test.context.support,TestClass2WithBareContextConfigurationInSubclass,Unnecessary Abstraction
5683,spring-framework,org.springframework.test.context.support,TestClass2WithBareContextConfigurationInSubclass,Unutilized Abstraction
5684,spring-framework,org.springframework.test.context.support,TestClass1WithMultiLevelContextHierarchy,Unnecessary Abstraction
5685,spring-framework,org.springframework.test.context.support,TestClass1WithMultiLevelContextHierarchy,Unutilized Abstraction
5686,spring-framework,org.springframework.test.context.support,TestClass2WithMultiLevelContextHierarchy,Unnecessary Abstraction
5687,spring-framework,org.springframework.test.context.support,TestClass2WithMultiLevelContextHierarchy,Unutilized Abstraction
5688,spring-framework,org.springframework.test.context.support,TestClass3WithMultiLevelContextHierarchy,Unnecessary Abstraction
5689,spring-framework,org.springframework.test.context.support,TestClass3WithMultiLevelContextHierarchy,Unutilized Abstraction
5690,spring-framework,org.springframework.test.context.support,TestClass1WithMultiLevelContextHierarchyAndUnnamedConfig,Unnecessary Abstraction
5691,spring-framework,org.springframework.test.context.support,TestClass1WithMultiLevelContextHierarchyAndUnnamedConfig,Unutilized Abstraction
5692,spring-framework,org.springframework.test.context.support,TestClass2WithMultiLevelContextHierarchyAndUnnamedConfig,Unnecessary Abstraction
5693,spring-framework,org.springframework.test.context.support,TestClass2WithMultiLevelContextHierarchyAndUnnamedConfig,Unutilized Abstraction
5694,spring-framework,org.springframework.test.context.support,TestClass3WithMultiLevelContextHierarchyAndUnnamedConfig,Unnecessary Abstraction
5695,spring-framework,org.springframework.test.context.support,TestClass3WithMultiLevelContextHierarchyAndUnnamedConfig,Unutilized Abstraction
5696,spring-framework,org.springframework.test.context.support,TestClass1WithMultiLevelContextHierarchyAndPartiallyNamedConfig,Unnecessary Abstraction
5697,spring-framework,org.springframework.test.context.support,TestClass1WithMultiLevelContextHierarchyAndPartiallyNamedConfig,Unutilized Abstraction
5698,spring-framework,org.springframework.test.context.support,TestClass2WithMultiLevelContextHierarchyAndPartiallyNamedConfig,Unnecessary Abstraction
5699,spring-framework,org.springframework.test.context.support,TestClass2WithMultiLevelContextHierarchyAndPartiallyNamedConfig,Unutilized Abstraction
5700,spring-framework,org.springframework.test.context.support,SingleTestClassWithMultiLevelContextHierarchyWithEmptyContextConfig,Unnecessary Abstraction
5701,spring-framework,org.springframework.test.context.support,SingleTestClassWithMultiLevelContextHierarchyWithEmptyContextConfig,Unutilized Abstraction
5702,spring-framework,org.springframework.test.context.support,SingleTestClassWithMultiLevelContextHierarchyWithDuplicatedContextConfig,Unnecessary Abstraction
5703,spring-framework,org.springframework.test.context.support,SingleTestClassWithMultiLevelContextHierarchyWithDuplicatedContextConfig,Unutilized Abstraction
5704,spring-framework,org.springframework.test.context.support,TestClass1WithMultiLevelContextHierarchyWithUniqueContextConfig,Unnecessary Abstraction
5705,spring-framework,org.springframework.test.context.support,TestClass1WithMultiLevelContextHierarchyWithUniqueContextConfig,Unutilized Abstraction
5706,spring-framework,org.springframework.test.context.support,TestClass2WithMultiLevelContextHierarchyWithOverriddenInitializers,Unnecessary Abstraction
5707,spring-framework,org.springframework.test.context.support,TestClass2WithMultiLevelContextHierarchyWithOverriddenInitializers,Unutilized Abstraction
5708,spring-framework,org.springframework.test.context.support,SingleTestClassWithSingleLevelContextHierarchyFromMetaAnnotation,Unnecessary Abstraction
5709,spring-framework,org.springframework.test.context.support,SingleTestClassWithSingleLevelContextHierarchyFromMetaAnnotation,Unutilized Abstraction
5710,spring-framework,org.springframework.test.context.support,TestClass1WithSingleLevelContextHierarchyFromMetaAnnotation,Unnecessary Abstraction
5711,spring-framework,org.springframework.test.context.support,TestClass2WithSingleLevelContextHierarchyFromMetaAnnotation,Unnecessary Abstraction
5712,spring-framework,org.springframework.test.context.support,TestClass3WithSingleLevelContextHierarchyFromMetaAnnotation,Unnecessary Abstraction
5713,spring-framework,org.springframework.test.context.support,TestClass1WithBareMetaContextConfigWithOverridesInSuperclass,Unnecessary Abstraction
5714,spring-framework,org.springframework.test.context.support,TestClass1WithBareMetaContextConfigWithOverridesInSuperclass,Unutilized Abstraction
5715,spring-framework,org.springframework.test.context.support,TestClass2WithBareMetaContextConfigWithOverridesInSuperclass,Unnecessary Abstraction
5716,spring-framework,org.springframework.test.context.support,TestClass2WithBareMetaContextConfigWithOverridesInSuperclass,Unutilized Abstraction
5717,spring-framework,org.springframework.test.context.support,TestClass1WithBareMetaContextConfigWithOverridesInSubclass,Unnecessary Abstraction
5718,spring-framework,org.springframework.test.context.support,TestClass1WithBareMetaContextConfigWithOverridesInSubclass,Unutilized Abstraction
5719,spring-framework,org.springframework.test.context.support,TestClass2WithBareMetaContextConfigWithOverridesInSubclass,Unnecessary Abstraction
5720,spring-framework,org.springframework.test.context.support,TestClass2WithBareMetaContextConfigWithOverridesInSubclass,Unutilized Abstraction
5721,spring-framework,org.springframework.test.context.support,DynamicPropertiesContextCustomizerFactoryTests,Unutilized Abstraction
5722,spring-framework,org.springframework.test.context.support,BaseDynamicPropertySource,Unutilized Abstraction
5723,spring-framework,org.springframework.test.context.support,SubDynamicPropertySource,Unutilized Abstraction
5724,spring-framework,org.springframework.test.context.support,ContextLoaderUtilsConfigurationAttributesTests,Unutilized Abstraction
5725,spring-framework,org.springframework.test.context.support,ConflictingLocations,Unnecessary Abstraction
5726,spring-framework,org.springframework.test.context.support,LocationsAndClasses,Unnecessary Abstraction
5727,spring-framework,org.springframework.test.context.support,AbstractContextConfigurationUtilsTests,Unutilized Abstraction
5728,spring-framework,org.springframework.test.context.support,Enigma,Unnecessary Abstraction
5729,spring-framework,org.springframework.test.context.support,Enigma,Unutilized Abstraction
5730,spring-framework,org.springframework.test.context.support,BareAnnotations,Unnecessary Abstraction
5731,spring-framework,org.springframework.test.context.support,FooConfig,Unnecessary Abstraction
5732,spring-framework,org.springframework.test.context.support,FooConfig,Unutilized Abstraction
5733,spring-framework,org.springframework.test.context.support,BarConfig,Unnecessary Abstraction
5734,spring-framework,org.springframework.test.context.support,BazConfig,Unnecessary Abstraction
5735,spring-framework,org.springframework.test.context.support,QuuxConfig,Unnecessary Abstraction
5736,spring-framework,org.springframework.test.context.support,MetaLocationsFoo,Unnecessary Abstraction
5737,spring-framework,org.springframework.test.context.support,MetaLocationsBar,Unnecessary Abstraction
5738,spring-framework,org.springframework.test.context.support,MetaLocationsBar,Unutilized Abstraction
5739,spring-framework,org.springframework.test.context.support,MetaLocationsFooWithOverrides,Unnecessary Abstraction
5740,spring-framework,org.springframework.test.context.support,MetaLocationsFooWithOverrides,Unutilized Abstraction
5741,spring-framework,org.springframework.test.context.support,MetaLocationsFooWithOverriddenAttributes,Unnecessary Abstraction
5742,spring-framework,org.springframework.test.context.support,MetaLocationsFooWithOverriddenAttributes,Unutilized Abstraction
5743,spring-framework,org.springframework.test.context.support,LocationsFoo,Unnecessary Abstraction
5744,spring-framework,org.springframework.test.context.support,ClassesFoo,Unnecessary Abstraction
5745,spring-framework,org.springframework.test.context.support,WebClassesFoo,Unnecessary Abstraction
5746,spring-framework,org.springframework.test.context.support,WebClassesFoo,Unutilized Abstraction
5747,spring-framework,org.springframework.test.context.support,LocationsBar,Unnecessary Abstraction
5748,spring-framework,org.springframework.test.context.support,OverriddenLocationsBar,Unnecessary Abstraction
5749,spring-framework,org.springframework.test.context.support,OverriddenLocationsBar,Unutilized Abstraction
5750,spring-framework,org.springframework.test.context.support,ClassesBar,Unnecessary Abstraction
5751,spring-framework,org.springframework.test.context.support,OverriddenClassesBar,Unnecessary Abstraction
5752,spring-framework,org.springframework.test.context.support,OverriddenClassesBar,Unutilized Abstraction
5753,spring-framework,org.springframework.test.context.support,OuterTestCase,Unnecessary Abstraction
5754,spring-framework,org.springframework.test.context.support,NestedTestCaseWithInheritedConfig,Unnecessary Abstraction
5755,spring-framework,org.springframework.test.context.support,NestedTestCaseWithInheritedConfig,Unutilized Abstraction
5756,spring-framework,org.springframework.test.context.support,NestedTestCaseWithMergedInheritedConfig,Unnecessary Abstraction
5757,spring-framework,org.springframework.test.context.support,NestedTestCaseWithMergedInheritedConfig,Unutilized Abstraction
5758,spring-framework,org.springframework.test.context.support,NestedTestCaseWithOverriddenConfig,Unnecessary Abstraction
5759,spring-framework,org.springframework.test.context.support,NestedTestCaseWithOverriddenConfig,Unutilized Abstraction
5760,spring-framework,org.springframework.test.context.support,DoubleNestedTestCaseWithInheritedOverriddenConfig,Unnecessary Abstraction
5761,spring-framework,org.springframework.test.context.support,DoubleNestedTestCaseWithInheritedOverriddenConfig,Unutilized Abstraction
5762,spring-framework,org.springframework.test.context.support,ContextHierarchyOuterTestCase,Unnecessary Abstraction
5763,spring-framework,org.springframework.test.context.support,NestedTestCaseWithInheritedConfig,Unnecessary Abstraction
5764,spring-framework,org.springframework.test.context.support,NestedTestCaseWithInheritedConfig,Unutilized Abstraction
5765,spring-framework,org.springframework.test.context.support,NestedTestCaseWithMergedInheritedConfig,Unnecessary Abstraction
5766,spring-framework,org.springframework.test.context.support,NestedTestCaseWithMergedInheritedConfig,Unutilized Abstraction
5767,spring-framework,org.springframework.test.context.support,NestedTestCaseWithOverriddenConfig,Unnecessary Abstraction
5768,spring-framework,org.springframework.test.context.support,NestedTestCaseWithOverriddenConfig,Unutilized Abstraction
5769,spring-framework,org.springframework.test.context.support,DelegatingSmartContextLoaderTests,Unutilized Abstraction
5770,spring-framework,org.springframework.test.context.support,SmartContextLoaderSpiTests,Unutilized Abstraction
5771,spring-framework,org.springframework.test.context.support,ContextLoaderSpiTests,Unutilized Abstraction
5772,spring-framework,org.springframework.test.context.support,XmlTestCase,Unnecessary Abstraction
5773,spring-framework,org.springframework.test.context.support,XmlTestCase,Unutilized Abstraction
5774,spring-framework,org.springframework.test.context.support,Config,Unutilized Abstraction
5775,spring-framework,org.springframework.test.context.support,NotAConfigClass,Unnecessary Abstraction
5776,spring-framework,org.springframework.test.context.support,NotAConfigClass,Unutilized Abstraction
5777,spring-framework,org.springframework.test.context.support,ImproperDuplicateDefaultXmlAndConfigClassTestCase,Unnecessary Abstraction
5778,spring-framework,org.springframework.test.context.support,ImproperDuplicateDefaultXmlAndConfigClassTestCase,Unutilized Abstraction
5779,spring-framework,org.springframework.test.context.support,Config,Unnecessary Abstraction
5780,spring-framework,org.springframework.test.context.support,Config,Unutilized Abstraction
5781,spring-framework,org.springframework.test.context.support,FooConfig,Unutilized Abstraction
5782,spring-framework,org.springframework.test.context.support,CustomizedGenericXmlContextLoaderTests,Unutilized Abstraction
5783,spring-framework,org.springframework.test.context.support,PrivateConfigInnerClassTestCase,Unnecessary Abstraction
5784,spring-framework,org.springframework.test.context.support,PrivateConfig,Unnecessary Abstraction
5785,spring-framework,org.springframework.test.context.support,PrivateConfig,Unutilized Abstraction
5786,spring-framework,org.springframework.test.context.support,MultipleStaticConfigurationClassesTestCase,Unnecessary Abstraction
5787,spring-framework,org.springframework.test.context.support,ConfigA,Unnecessary Abstraction
5788,spring-framework,org.springframework.test.context.support,ConfigA,Unutilized Abstraction
5789,spring-framework,org.springframework.test.context.support,ConfigB,Unnecessary Abstraction
5790,spring-framework,org.springframework.test.context.support,ConfigB,Unutilized Abstraction
5791,spring-framework,org.springframework.test.context.support,ClasspathNonExistentDefaultLocationsTestCase,Unnecessary Abstraction
5792,spring-framework,org.springframework.test.context.support,ClasspathNonExistentDefaultLocationsTestCase,Unutilized Abstraction
5793,spring-framework,org.springframework.test.context.support,ClasspathExistentDefaultLocationsTestCase,Unnecessary Abstraction
5794,spring-framework,org.springframework.test.context.support,ClasspathExistentDefaultLocationsTestCase,Unutilized Abstraction
5795,spring-framework,org.springframework.test.context.support,ImplicitClasspathLocationsTestCase,Unnecessary Abstraction
5796,spring-framework,org.springframework.test.context.support,ImplicitClasspathLocationsTestCase,Unutilized Abstraction
5797,spring-framework,org.springframework.test.context.support,ExplicitClasspathLocationsTestCase,Unnecessary Abstraction
5798,spring-framework,org.springframework.test.context.support,ExplicitClasspathLocationsTestCase,Unutilized Abstraction
5799,spring-framework,org.springframework.test.context.support,ExplicitFileLocationsTestCase,Unnecessary Abstraction
5800,spring-framework,org.springframework.test.context.support,ExplicitFileLocationsTestCase,Unutilized Abstraction
5801,spring-framework,org.springframework.test.context.support,ExplicitUrlLocationsTestCase,Unnecessary Abstraction
5802,spring-framework,org.springframework.test.context.support,ExplicitUrlLocationsTestCase,Unutilized Abstraction
5803,spring-framework,org.springframework.test.context.support,ExplicitMixedPathTypesLocationsTestCase,Unnecessary Abstraction
5804,spring-framework,org.springframework.test.context.support,ExplicitMixedPathTypesLocationsTestCase,Unutilized Abstraction
5805,spring-framework,org.springframework.test.context.support,FinalConfigInnerClassTestCase,Unnecessary Abstraction
5806,spring-framework,org.springframework.test.context.support,Config,Unnecessary Abstraction
5807,spring-framework,org.springframework.test.context.support,Config,Unutilized Abstraction
5808,spring-framework,org.springframework.test.context.support,BootstrapTestUtilsContextInitializerTests,Unutilized Abstraction
5809,spring-framework,org.springframework.test.context.support,BootstrapTestUtilsContextInitializerTests,Broken Hierarchy
5810,spring-framework,org.springframework.test.context.support,FooInitializer,Unutilized Abstraction
5811,spring-framework,org.springframework.test.context.support,BarInitializer,Unutilized Abstraction
5812,spring-framework,org.springframework.test.context.support,SingleInitializer,Unnecessary Abstraction
5813,spring-framework,org.springframework.test.context.support,SingleInitializer,Unutilized Abstraction
5814,spring-framework,org.springframework.test.context.support,InitializersFoo,Unnecessary Abstraction
5815,spring-framework,org.springframework.test.context.support,InitializersFoo,Unutilized Abstraction
5816,spring-framework,org.springframework.test.context.support,InitializersBar,Unnecessary Abstraction
5817,spring-framework,org.springframework.test.context.support,InitializersBar,Unutilized Abstraction
5818,spring-framework,org.springframework.test.context.support,OverriddenInitializersBar,Unnecessary Abstraction
5819,spring-framework,org.springframework.test.context.support,OverriddenInitializersBar,Unutilized Abstraction
5820,spring-framework,org.springframework.test.context.support,OverriddenInitializersAndClassesBar,Unnecessary Abstraction
5821,spring-framework,org.springframework.test.context.support,OverriddenInitializersAndClassesBar,Unutilized Abstraction
5822,spring-framework,org.springframework.test.context.support,ActiveProfilesUtilsTests,Unutilized Abstraction
5823,spring-framework,org.springframework.test.context.support,ActiveProfilesUtilsTests,Broken Hierarchy
5824,spring-framework,org.springframework.test.context.support,ActiveProfilesUtilsTests,Insufficient Modularization
5825,spring-framework,org.springframework.test.context.support,EmptyProfiles,Unnecessary Abstraction
5826,spring-framework,org.springframework.test.context.support,EmptyProfiles,Unutilized Abstraction
5827,spring-framework,org.springframework.test.context.support,DuplicatedProfiles,Unnecessary Abstraction
5828,spring-framework,org.springframework.test.context.support,DuplicatedProfiles,Unutilized Abstraction
5829,spring-framework,org.springframework.test.context.support,ExtendedDuplicatedProfiles,Unnecessary Abstraction
5830,spring-framework,org.springframework.test.context.support,ExtendedDuplicatedProfiles,Unutilized Abstraction
5831,spring-framework,org.springframework.test.context.support,Animals,Unnecessary Abstraction
5832,spring-framework,org.springframework.test.context.support,Animals,Unutilized Abstraction
5833,spring-framework,org.springframework.test.context.support,MetaAnimals,Unnecessary Abstraction
5834,spring-framework,org.springframework.test.context.support,MetaAnimals,Unutilized Abstraction
5835,spring-framework,org.springframework.test.context.support,InheritedLocationsFoo,Unnecessary Abstraction
5836,spring-framework,org.springframework.test.context.support,InheritedLocationsFoo,Unutilized Abstraction
5837,spring-framework,org.springframework.test.context.support,InheritedClassesFoo,Unnecessary Abstraction
5838,spring-framework,org.springframework.test.context.support,InheritedClassesFoo,Unutilized Abstraction
5839,spring-framework,org.springframework.test.context.support,NullActiveProfilesResolverTestCase,Unnecessary Abstraction
5840,spring-framework,org.springframework.test.context.support,NullActiveProfilesResolverTestCase,Unutilized Abstraction
5841,spring-framework,org.springframework.test.context.support,NoDefaultConstructorActiveProfilesResolverTestCase,Unnecessary Abstraction
5842,spring-framework,org.springframework.test.context.support,FooActiveProfilesResolverTestCase,Unnecessary Abstraction
5843,spring-framework,org.springframework.test.context.support,FooActiveProfilesResolverTestCase,Unutilized Abstraction
5844,spring-framework,org.springframework.test.context.support,InheritedFooActiveProfilesResolverTestCase,Unnecessary Abstraction
5845,spring-framework,org.springframework.test.context.support,InheritedFooActiveProfilesResolverTestCase,Unutilized Abstraction
5846,spring-framework,org.springframework.test.context.support,MergedInheritedFooActiveProfilesResolverTestCase,Unnecessary Abstraction
5847,spring-framework,org.springframework.test.context.support,MergedInheritedFooActiveProfilesResolverTestCase,Unutilized Abstraction
5848,spring-framework,org.springframework.test.context.support,OverriddenInheritedFooActiveProfilesResolverTestCase,Unnecessary Abstraction
5849,spring-framework,org.springframework.test.context.support,OverriddenInheritedFooActiveProfilesResolverTestCase,Unutilized Abstraction
5850,spring-framework,org.springframework.test.context.support,ResolverAndProfilesTestCase,Unnecessary Abstraction
5851,spring-framework,org.springframework.test.context.support,ResolverAndProfilesTestCase,Unutilized Abstraction
5852,spring-framework,org.springframework.test.context.support,ResolverAndValueTestCase,Unnecessary Abstraction
5853,spring-framework,org.springframework.test.context.support,ResolverAndValueTestCase,Unutilized Abstraction
5854,spring-framework,org.springframework.test.context.support,TestClassVerifyingActiveProfilesResolverTestCase,Unnecessary Abstraction
5855,spring-framework,org.springframework.test.context.support,TestClassVerifyingActiveProfilesResolverTestCase,Unutilized Abstraction
5856,spring-framework,org.springframework.test.context.support,DefaultActiveProfilesResolverTestCase,Unnecessary Abstraction
5857,spring-framework,org.springframework.test.context.support,DefaultActiveProfilesResolverTestCase,Unutilized Abstraction
5858,spring-framework,org.springframework.test.context.support,ExtendedDefaultActiveProfilesResolverTestCase,Unnecessary Abstraction
5859,spring-framework,org.springframework.test.context.support,ExtendedDefaultActiveProfilesResolverTestCase,Unutilized Abstraction
5860,spring-framework,org.springframework.test.context.support,ConflictingProfilesAndValueTestCase,Unnecessary Abstraction
5861,spring-framework,org.springframework.test.context.support,FooActiveProfilesResolver,Unutilized Abstraction
5862,spring-framework,org.springframework.test.context.support,BarActiveProfilesResolver,Unutilized Abstraction
5863,spring-framework,org.springframework.test.context.support,NullActiveProfilesResolver,Unutilized Abstraction
5864,spring-framework,org.springframework.test.context.support,NoDefaultConstructorActiveProfilesResolver,Unutilized Abstraction
5865,spring-framework,org.springframework.test.context.support,TestClassVerifyingActiveProfilesResolver,Unutilized Abstraction
5866,spring-framework,org.springframework.test.context.support,ExtendedDefaultActiveProfilesResolver,Unutilized Abstraction
5867,spring-framework,org.springframework.test.context.support,DirtiesContextTestExecutionListenerTests,Unutilized Abstraction
5868,spring-framework,org.springframework.test.context.support,DirtiesContextTestExecutionListenerTests,Insufficient Modularization
5869,spring-framework,org.springframework.test.context.support,BeforeAndAfterTestMethodTests,Unutilized Abstraction
5870,spring-framework,org.springframework.test.context.support,BeforeAndAfterTestClassTests,Unutilized Abstraction
5871,spring-framework,org.springframework.test.context.support,NestedBeforeAndAfterTestMethodTests,Unutilized Abstraction
5872,spring-framework,org.springframework.test.context.support,NestedBeforeAndAfterTestClassTests,Unutilized Abstraction
5873,spring-framework,org.springframework.test.context.support,DirtiesContextDeclaredLocallyBeforeEachTestMethod,Unutilized Abstraction
5874,spring-framework,org.springframework.test.context.support,DirtiesContextDeclaredLocallyAfterEachTestMethod,Unutilized Abstraction
5875,spring-framework,org.springframework.test.context.support,DirtiesContextDeclaredViaMetaAnnotationAfterEachTestMethod,Unutilized Abstraction
5876,spring-framework,org.springframework.test.context.support,DirtiesContextDeclaredLocallyBeforeClass,Unutilized Abstraction
5877,spring-framework,org.springframework.test.context.support,DirtiesContextDeclaredLocallyAfterClass,Unutilized Abstraction
5878,spring-framework,org.springframework.test.context.support,DirtiesContextDeclaredViaMetaAnnotationAfterClass,Unutilized Abstraction
5879,spring-framework,org.springframework.test.context.support,DirtiesContextViaMetaAnnotationWithOverrides,Unutilized Abstraction
5880,spring-framework,org.springframework.test.context.support,DirtiesContextViaMetaAnnotationWithOverriddenAttributes,Unutilized Abstraction
5881,spring-framework,org.springframework.test.context.support,ConfigOverriddenByDefault,Unutilized Abstraction
5882,spring-framework,org.springframework.test.context.support,InheritedConfig,Unutilized Abstraction
5883,spring-framework,org.springframework.test.context.support,InheritedConfigButOverridden,Unutilized Abstraction
5884,spring-framework,org.springframework.test.context.support,ConfigOverriddenByDefault,Unutilized Abstraction
5885,spring-framework,org.springframework.test.context.support,InheritedConfig,Unutilized Abstraction
5886,spring-framework,org.springframework.test.context.support,OverriddenConfig,Unutilized Abstraction
5887,spring-framework,org.springframework.test.context.support,InheritedConfigButOverridden,Unutilized Abstraction
5888,spring-framework,org.springframework.test.context.support,ContextConfigurationInnerClassTestCase,Unnecessary Abstraction
5889,spring-framework,org.springframework.test.context.support,ContextConfiguration,Unnecessary Abstraction
5890,spring-framework,org.springframework.test.context.support,NonStaticConfigInnerClassesTestCase,Unnecessary Abstraction
5891,spring-framework,org.springframework.test.context.support,FooConfig,Unnecessary Abstraction
5892,spring-framework,org.springframework.test.context.support,FooConfig,Unutilized Abstraction
5893,spring-framework,org.springframework.test.context.support,BarConfig,Unnecessary Abstraction
5894,spring-framework,org.springframework.test.context.support,BarConfig,Unutilized Abstraction
5895,spring-framework,org.springframework.test.context.support,DependencyInjectionTestExecutionListener,Unutilized Abstraction
5896,spring-framework,org.springframework.test.context.support,DependencyInjectionTestExecutionListener,Deficient Encapsulation
5897,spring-framework,org.springframework.test.context.support,DefaultBootstrapContext,Unutilized Abstraction
5898,spring-framework,org.springframework.test.context.support,DelegatingSmartContextLoader,Broken Hierarchy
5899,spring-framework,org.springframework.test.context.support,DefaultTestContextBootstrapper,Unutilized Abstraction
5900,spring-framework,org.springframework.test.context.support,AbstractGenericContextLoader,Unutilized Abstraction
5901,spring-framework,org.springframework.test.context.support,AbstractGenericContextLoader,Broken Hierarchy
5902,spring-framework,org.springframework.test.context.support,GenericXmlContextLoader,Unutilized Abstraction
5903,spring-framework,org.springframework.test.context.support,AbstractDirtiesContextTestExecutionListener,Unutilized Abstraction
5904,spring-framework,org.springframework.test.context.support,AbstractDirtiesContextTestExecutionListener,Rebellious Hierarchy
5905,spring-framework,org.springframework.test.context.support,annotated,Unutilized Abstraction
5906,spring-framework,org.springframework.test.context.support,annotated,Unutilized Abstraction
5907,spring-framework,org.springframework.test.context.support,AbstractContextLoader,Unutilized Abstraction
5908,spring-framework,org.springframework.test.context.support,ActiveProfilesUtils,Unutilized Abstraction
5909,spring-framework,org.springframework.test.context.support,AnnotationConfigContextLoader,Unutilized Abstraction
5910,spring-framework,org.springframework.test.context.support,AnnotationConfigContextLoader,Broken Hierarchy
5911,spring-framework,org.springframework.test.context.support,GenericGroovyXmlContextLoader,Unutilized Abstraction
5912,spring-framework,org.springframework.test.context.support,ApplicationContextInitializerUtils,Unutilized Abstraction
5913,spring-framework,org.springframework.test.context.support,AbstractTestExecutionListener,Unutilized Abstraction
5914,spring-framework,org.springframework.test.context.support,TestPropertySourceUtils,Deficient Encapsulation
5915,spring-framework,org.springframework.test.context.aot,AbstractAotTests,Unutilized Abstraction
5916,spring-framework,org.springframework.test.context.aot,TestContextAotGeneratorTests,Unutilized Abstraction
5917,spring-framework,org.springframework.test.context.aot,DeclarativeRuntimeHintsTests,Unutilized Abstraction
5918,spring-framework,org.springframework.test.context.aot,TestAotProcessorTests,Unutilized Abstraction
5919,spring-framework,org.springframework.test.context.aot,TestClassScannerTests,Unutilized Abstraction
5920,spring-framework,org.springframework.test.context.aot,AotIntegrationTests,Unutilized Abstraction
5921,spring-framework,org.springframework.test.context.aot,AotTestAttributesFactory,Cyclic-Dependent Modularization
5922,spring-framework,org.springframework.test.context.aot,AotTestContextInitializersCodeGenerator,Cyclic-Dependent Modularization
5923,spring-framework,org.springframework.test.context.aot,AotTestContextInitializersFactory,Cyclic-Dependent Modularization
5924,spring-framework,org.springframework.test.context.aot,AotTestContextInitializers,Cyclic-Dependent Modularization
5925,spring-framework,org.springframework.test.context.aot,AotTestAttributesCodeGenerator,Cyclic-Dependent Modularization
5926,spring-framework,org.springframework.test.context.aot,AotTestExecutionListener,Unutilized Abstraction
5927,spring-framework,org.springframework.test.context.aot,TestContextAotException,Unutilized Abstraction
5928,spring-framework,org.springframework.test.context.aot,AotTestAttributes,Cyclic-Dependent Modularization
5929,spring-framework,org.springframework.test.context.aot.samples.web,MessageController,Unutilized Abstraction
5930,spring-framework,org.springframework.test.context.aot.samples.web,WebTestConfiguration,Unutilized Abstraction
5931,spring-framework,org.springframework.test.context.aot.samples.hints,DeclarativeRuntimeHintsSpringJupiterTests,Unutilized Abstraction
5932,spring-framework,org.springframework.test.context.aot.samples.hints,Config,Unutilized Abstraction
5933,spring-framework,org.springframework.test.context.aot.samples.hints,DemoHints,Unutilized Abstraction
5934,spring-framework,org.springframework.test.context.aot.samples.hints,SampleClassWithGetter,Unutilized Abstraction
5935,spring-framework,org.springframework.test.context.aot.samples.common,SpanishMessageService,Unutilized Abstraction
5936,spring-framework,org.springframework.test.context.aot.samples.common,DefaultMessageService,Unutilized Abstraction
5937,spring-framework,org.springframework.test.context.aot.samples.suites.nested,NestedTestSuite,Unnecessary Abstraction
5938,spring-framework,org.springframework.test.context.aot.samples.suites.nested,NestedTestSuite,Unutilized Abstraction
